Day,Hour,Condition,Temperature,Wind,Relative_hum,Pressure
Sunday 6 August 2023,23:30,Clear,29°,13,13%,1018 hPa
Monday 7 August 2023,00:00,Clear,27°,15,23%,1018 hPa
Monday 7 August 2023,00:30,Clear,26°,15,26%,1018 hPa
Monday 7 August 2023,01:00,Clear,24°,15,31%,1019 hPa
Monday 7 August 2023,01:30,Clear,24°,13,31%,1019 hPa
Monday 7 August 2023,02:00,Clear,23°,13,33%,1019 hPa
Monday 7 August 2023,03:00,Clear,22°,7,38%,1019 hPa
Monday 7 August 2023,03:30,Clear,21°,6,38%,1020 hPa
Monday 7 August 2023,04:00,Clear,21°,6,38%,1020 hPa
Monday 7 August 2023,04:30,Clear,21°,9,38%,1020 hPa
Monday 7 August 2023,05:00,Clear,20°,9,40%,1019 hPa
Monday 7 August 2023,05:30,Clear,20°,7,40%,1019 hPa
Monday 7 August 2023,06:00,Clear,20°,11,35%,1020 hPa
Monday 7 August 2023,06:30,Clear,19°,11,34%,1020 hPa
Monday 7 August 2023,07:00,Clear,19°,11,32%,1020 hPa
Monday 7 August 2023,07:30,Clear,18°,9,32%,1020 hPa
Monday 7 August 2023,08:00,Clear,19°,11,28%,1020 hPa
Monday 7 August 2023,08:30,Clear,20°,9,28%,1020 hPa
Monday 7 August 2023,09:00,Clear,20°,9,26%,1020 hPa
Monday 7 August 2023,09:30,Clear,22°,7,23%,1020 hPa
Monday 7 August 2023,10:00,Clear,23°,7,22%,1020 hPa
Monday 7 August 2023,10:30,Clear,25°,4,22%,1020 hPa
Monday 7 August 2023,11:00,Clear,26°,7,23%,1020 hPa
Monday 7 August 2023,11:30,Clear,27°,6,24%,1020 hPa
Monday 7 August 2023,12:00,Clear,28°,4,25%,1020 hPa
Monday 7 August 2023,12:30,Clear,29°,6,25%,1020 hPa
Monday 7 August 2023,13:00,Clear,30°,6,29%,1019 hPa
Monday 7 August 2023,13:30,Clear,30°,9,31%,1019 hPa
Monday 7 August 2023,14:00,Clear,32°,7,24%,1019 hPa
Monday 7 August 2023,14:30,Clear,33°,6,24%,1019 hPa
Monday 7 August 2023,15:00,Clear,33°,6,23%,1018 hPa
